quota,instcd,brcd,Cat,SubCat,TSeat,stcd1,stcd2,stcd3,stcd4,stcd5,stcd6,stcd7,stcd8,stcd9,stcd10
OS,NBH,ECE,OP,PH,1,MP,,,,,,,,,
OS,NBH,ECE,SC,NO,10,MP,,,,,,,,,
OS,NBH,ECE,SC,PH,0,MP,,,,,,,,,
OS,NBH,ECE,ST,NO,5,MP,,,,,,,,,
OS,NBH,ECE,ST,PH,0,MP,,,,,,,,,
OS,NBH,ECE,BC,NO,18,MP,,,,,,,,,
OS,NBH,ECE,BC,PH,0,MP,,,,,,,,,
HS,NBH,ELE,OP,NO,26,MP,,,,,,,,,
HS,NBH,ELE,OP,PH,1,MP,,,,,,,,,
HS,NBH,ELE,SC,NO,8,MP,,,,,,,,,
HS,NBH,ELE,SC,PH,0,MP,,,,,,,,,
HS,NBH,ELE,ST,NO,4,MP,,,,,,,,,
HS,NBH,ELE,ST,PH,0,MP,,,,,,,,,
HS,NBH,ELE,BC,NO,15,MP,,,,,,,,,
HS,NBH,ELE,BC,PH,0,MP,,,,,,,,,
OS,NBH,ELE,OP,NO,26,MP,,,,,,,,,
OS,NBH,ELE,OP,PH,1,MP,,,,,,,,,
OS,NBH,ELE,SC,NO,8,MP,,,,,,,,,
OS,NBH,ELE,SC,PH,0,MP,,,,,,,,,
OS,NBH,ELE,ST,NO,4,MP,,,,,,,,,
OS,NBH,ELE,ST,PH,0,MP,,,,,,,,,
OS,NBH,ELE,BC,NO,15,MP,,,,,,,,,
OS,NBH,ELE,BC,PH,0,MP,,,,,,,,,
HS,NBH,MEC,OP,NO,42,MP,,,,,,,,,
HS,NBH,MEC,OP,PH,1,MP,,,,,,,,,
HS,NBH,MEC,SC,NO,12,MP,,,,,,,,,
HS,NBH,MEC,SC,PH,1,MP,,,,,,,,,
HS,NBH,MEC,ST,NO,6,MP,,,,,,,,,
HS,NBH,MEC,ST,PH,0,MP,,,,,,,,,
HS,NBH,MEC,BC,NO,22,MP,,,,,,,,,
HS,NBH,MEC,BC,PH,1,MP,,,,,,,,,
OS,NBH,MEC,OP,NO,42,MP,,,,,,,,,
OS,NBH,MEC,OP,PH,1,MP,,,,,,,,,
OS,NBH,MEC,SC,NO,12,MP,,,,,,,,,
OS,NBH,MEC,SC,PH,1,MP,,,,,,,,,
OS,NBH,MEC,ST,NO,6,MP,,,,,,,,,
OS,NBH,MEC,ST,PH,0,MP,,,,,,,,,
OS,NBH,MEC,BC,NO,22,MP,,,,,,,,,
OS,NBH,MEC,BC,PH,1,MP,,,,,,,,,
HS,NBH,MSM,OP,NO,15,MP,,,,,,,,,
HS,NBH,MSM,OP,PH,0,MP,,,,,,,,,
HS,NBH,MSM,SC,NO,5,MP,,,,,,,,,
HS,NBH,MSM,SC,PH,0,MP,,,,,,,,,
HS,NBH,MSM,ST,NO,3,MP,,,,,,,,,
HS,NBH,MSM,ST,PH,0,MP,,,,,,,,,
HS,NBH,MSM,BC,NO,8,MP,,,,,,,,,
HS,NBH,MSM,BC,PH,0,MP,,,,,,,,,
OS,NBH,MSM,OP,NO,15,MP,,,,,,,,,
OS,NBH,MSM,OP,PH,0,MP,,,,,,,,,
OS,NBH,MSM,SC,NO,5,MP,,,,,,,,,
OS,NBH,MSM,SC,PH,0,MP,,,,,,,,,
OS,NBH,MSM,ST,NO,3,MP,,,,,,,,,
OS,NBH,MSM,ST,PH,0,MP,,,,,,,,,
OS,NBH,MSM,BC,NO,8,MP,,,,,,,,,
OS,NBH,MSM,BC,PH,0,MP,,,,,,,,,
HS,NBH,PLN,OP,NO,10,MP,,,,,,,,,
HS,NBH,PLN,OP,PH,0,MP,,,,,,,,,
HS,NBH,PLN,SC,NO,3,MP,,,,,,,,,
HS,NBH,PLN,SC,PH,0,MP,,,,,,,,,
HS,NBH,PLN,ST,NO,2,MP,,,,,,,,,
HS,NBH,PLN,ST,PH,0,MP,,,,,,,,,
HS,NBH,PLN,BC,NO,5,MP,,,,,,,,,
HS,NBH,PLN,BC,PH,0,MP,,,,,,,,,
OS,NBH,PLN,OP,NO,10,MP,,,,,,,,,
OS,NBH,PLN,OP,PH,0,MP,,,,,,,,,
OS,NBH,PLN,SC,NO,3,MP,,,,,,,,,
OS,NBH,PLN,SC,PH,0,MP,,,,,,,,,
OS,NBH,PLN,ST,NO,2,MP,,,,,,,,,
OS,NBH,PLN,ST,PH,0,MP,,,,,,,,,
OS,NBH,PLN,BC,NO,5,MP,,,,,,,,,
OS,NBH,PLN,BC,PH,0,MP,,,,,,,,,
HS,NCA,ARC,OP,NO,11,KL,,,,,,,,,
HS,NCA,ARC,OP,PH,1,KL,,,,,,,,,
HS,NCA,ARC,SC,NO,3,KL,,,,,,,,,
HS,NCA,ARC,SC,PH,0,KL,,,,,,,,,
HS,NCA,ARC,ST,NO,2,KL,,,,,,,,,
HS,NCA,ARC,ST,PH,0,KL,,,,,,,,,
HS,NCA,ARC,BC,NO,6,KL,,,,,,,,,
HS,NCA,ARC,BC,PH,0,KL,,,,,,,,,
OS,NCA,ARC,OP,NO,11,KL,,,,,,,,,
OS,NCA,ARC,OP,PH,0,KL,,,,,,,,,
OS,NCA,ARC,SC,NO,4,KL,,,,,,,,,
OS,NCA,ARC,SC,PH,0,KL,,,,,,,,,
OS,NCA,ARC,ST,NO,2,KL,,,,,,,,,
OS,NCA,ARC,ST,PH,0,KL,,,,,,,,,
OS,NCA,ARC,BC,NO,6,KL,,,,,,,,,
OS,NCA,ARC,BC,PH,1,KL,,,,,,,,,
HS,NCA,BOT,OP,NO,8,KL,,,,,,,,,
HS,NCA,BOT,OP,PH,0,KL,,,,,,,,,
HS,NCA,BOT,SC,NO,2,KL,,,,,,,,,
HS,NCA,BOT,SC,PH,0,KL,,,,,,,,,
HS,NCA,BOT,ST,NO,1,KL,,,,,,,,,
HS,NCA,BOT,ST,PH,0,KL,,,,,,,,,
HS,NCA,BOT,BC,NO,4,KL,,,,,,,,,
HS,NCA,BOT,BC,PH,0,KL,,,,,,,,,
OS,NCA,BOT,OP,NO,7,KL,,,,,,,,,
OS,NCA,BOT,OP,PH,0,KL,,,,,,,,,
OS,NCA,BOT,SC,NO,3,KL,,,,,,,,,
OS,NCA,BOT,SC,PH,0,KL,,,,,,,,,
OS,NCA,BOT,ST,NO,1,KL,,,,,,,,,
OS,NCA,BOT,ST,PH,0,KL,,,,,,,,,
OS,NCA,BOT,BC,NO,4,KL,,,,,,,,,
OS,NCA,BOT,BC,PH,0,KL,,,,,,,,,
HS,NCA,CHE,OP,NO,23,KL,,,,,,,,,
HS,NCA,CHE,OP,PH,1,KL,,,,,,,,,
HS,NCA,CHE,SC,NO,7,KL,,,,,,,,,
HS,NCA,CHE,SC,PH,0,KL,,,,,,,,,
HS,NCA,CHE,ST,NO,3,KL,,,,,,,,,
HS,NCA,CHE,ST,PH,0,KL,,,,,,,,,
HS,NCA,CHE,BC,NO,12,KL,,,,,,,,,
HS,NCA,CHE,BC,PH,1,KL,,,,,,,,,
OS,NCA,CHE,OP,NO,22,KL,,,,,,,,,
OS,NCA,CHE,OP,PH,1,KL,,,,,,,,,
OS,NCA,CHE,SC,NO,7,KL,,,,,,,,,
OS,NCA,CHE,SC,PH,0,KL,,,,,,,,,
OS,NCA,CHE,ST,NO,4,KL,,,,,,,,,
OS,NCA,CHE,ST,PH,0,KL,,,,,,,,,
OS,NCA,CHE,BC,NO,12,KL,,,,,,,,,
OS,NCA,CHE,BC,PH,0,KL,,,,,,,,,
HS,NCA,CIV,OP,NO,34,KL,,,,,,,,,
HS,NCA,CIV,OP,PH,1,KL,,,,,,,,,
HS,NCA,CIV,SC,NO,10,KL,,,,,,,,,
HS,NCA,CIV,SC,PH,1,KL,,,,,,,,,
HS,NCA,CIV,ST,NO,5,KL,,,,,,,,,
HS,NCA,CIV,ST,PH,0,KL,,,,,,,,,
HS,NCA,CIV,BC,NO,18,KL,,,,,,,,,
HS,NCA,CIV,BC,PH,0,KL,,,,,,,,,
OS,NCA,CIV,OP,NO,34,KL,,,,,,,,,
OS,NCA,CIV,OP,PH,1,KL,,,,,,,,,
OS,NCA,CIV,SC,NO,10,KL,,,,,,,,,
OS,NCA,CIV,SC,PH,0,KL,,,,,,,,,
OS,NCA,CIV,ST,NO,4,KL,,,,,,,,,
OS,NCA,CIV,ST,PH,1,KL,,,,,,,,,
OS,NCA,CIV,BC,NO,18,KL,,,,,,,,,
OS,NCA,CIV,BC,PH,1,KL,,,,,,,,,
HS,NCA,CSE,OP,NO,34,KL,,,,,,,,,
HS,NCA,CSE,OP,PH,1,KL,,,,,,,,,
HS,NCA,CSE,SC,NO,10,KL,,,,,,,,,
HS,NCA,CSE,SC,PH,0,KL,,,,,,,,,
HS,NCA,CSE,ST,NO,5,KL,,,,,,,,,
HS,NCA,CSE,ST,PH,0,KL,,,,,,,,,
HS,NCA,CSE,BC,NO,18,KL,,,,,,,,,
HS,NCA,CSE,BC,PH,1,KL,,,,,,,,,
OS,NCA,CSE,OP,NO,34,KL,,,,,,,,,
OS,NCA,CSE,OP,PH,1,KL,,,,,,,,,
OS,NCA,CSE,SC,NO,10,KL,,,,,,,,,
OS,NCA,CSE,SC,PH,1,KL,,,,,,,,,
OS,NCA,CSE,ST,NO,5,KL,,,,,,,,,
OS,NCA,CSE,ST,PH,0,KL,,,,,,,,,
OS,NCA,CSE,BC,NO,18,KL,,,,,,,,,
OS,NCA,CSE,BC,PH,0,KL,,,,,,,,,
HS,NCA,ECE,OP,NO,34,KL,,,,,,,,,
HS,NCA,ECE,OP,PH,1,KL,,,,,,,,,
HS,NCA,ECE,SC,NO,10,KL,,,,,,,,,
HS,NCA,ECE,SC,PH,0,KL,,,,,,,,,
HS,NCA,ECE,ST,NO,5,KL,,,,,,,,,
HS,NCA,ECE,ST,PH,0,KL,,,,,,,,,
HS,NCA,ECE,BC,NO,19,KL,,,,,,,,,
HS,NCA,ECE,BC,PH,0,KL,,,,,,,,,
OS,NCA,ECE,OP,NO,34,KL,,,,,,,,,
OS,NCA,ECE,OP,PH,1,KL,,,,,,,,,
OS,NCA,ECE,SC,NO,10,KL,,,,,,,,,
OS,NCA,ECE,SC,PH,0,KL,,,,,,,,,
OS,NCA,ECE,ST,NO,5,KL,,,,,,,,,
OS,NCA,ECE,ST,PH,0,KL,,,,,,,,,
OS,NCA,ECE,BC,NO,18,KL,,,,,,,,,
OS,NCA,ECE,BC,PH,1,KL,,,,,,,,,
HS,NCA,EEE,OP,NO,34,KL,,,,,,,,,
HS,NCA,EEE,OP,PH,1,KL,,,,,,,,,
HS,NCA,EEE,SC,NO,10,KL,,,,,,,,,
HS,NCA,EEE,SC,PH,1,KL,,,,,,,,,
HS,NCA,EEE,ST,NO,5,KL,,,,,,,,,
HS,NCA,EEE,ST,PH,0,KL,,,,,,,,,
HS,NCA,EEE,BC,NO,18,KL,,,,,,,,,
HS,NCA,EEE,BC,PH,0,KL,,,,,,,,,
OS,NCA,EEE,OP,NO,34,KL,,,,,,,,,
OS,NCA,EEE,OP,PH,1,KL,,,,,,,,,
OS,NCA,EEE,SC,NO,10,KL,,,,,,,,,
OS,NCA,EEE,SC,PH,0,KL,,,,,,,,,
OS,NCA,EEE,ST,NO,5,KL,,,,,,,,,
OS,NCA,EEE,ST,PH,0,KL,,,,,,,,,
OS,NCA,EEE,BC,NO,18,KL,,,,,,,,,
OS,NCA,EEE,BC,PH,1,KL,,,,,,,,,
HS,NCA,EPH,OP,NO,7,KL,,,,,,,,,
HS,NCA,EPH,OP,PH,0,KL,,,,,,,,,
HS,NCA,EPH,SC,NO,3,KL,,,,,,,,,
HS,NCA,EPH,SC,PH,0,KL,,,,,,,,,
HS,NCA,EPH,ST,NO,1,KL,,,,,,,,,
HS,NCA,EPH,ST,PH,0,KL,,,,,,,,,
HS,NCA,EPH,BC,NO,4,KL,,,,,,,,,
HS,NCA,EPH,BC,PH,0,KL,,,,,,,,,
OS,NCA,EPH,OP,NO,8,KL,,,,,,,,,
OS,NCA,EPH,OP,PH,0,KL,,,,,,,,,
OS,NCA,EPH,SC,NO,2,KL,,,,,,,,,
OS,NCA,EPH,SC,PH,0,KL,,,,,,,,,
OS,NCA,EPH,ST,NO,1,KL,,,,,,,,,
OS,NCA,EPH,ST,PH,0,KL,,,,,,,,,
OS,NCA,EPH,BC,NO,4,KL,,,,,,,,,
OS,NCA,EPH,BC,PH,0,KL,,,,,,,,,
HS,NCA,MEC,OP,NO,34,KL,,,,,,,,,
HS,NCA,MEC,OP,PH,1,KL,,,,,,,,,
HS,NCA,MEC,SC,NO,10,KL,,,,,,,,,
HS,NCA,MEC,SC,PH,0,KL,,,,,,,,,
HS,NCA,MEC,ST,NO,5,KL,,,,,,,,,
HS,NCA,MEC,ST,PH,0,KL,,,,,,,,,
HS,NCA,MEC,BC,NO,18,KL,,,,,,,,,
HS,NCA,MEC,BC,PH,1,KL,,,,,,,,,
OS,NCA,MEC,OP,NO,34,KL,,,,,,,,,
OS,NCA,MEC,OP,PH,1,KL,,,,,,,,,
OS,NCA,MEC,SC,NO,9,KL,,,,,,,,,
OS,NCA,MEC,SC,PH,1,KL,,,,,,,,,
OS,NCA,MEC,ST,NO,5,KL,,,,,,,,,
OS,NCA,MEC,ST,PH,1,KL,,,,,,,,,
OS,NCA,MEC,BC,NO,18,KL,,,,,,,,,
OS,NCA,MEC,BC,PH,0,KL,,,,,,,,,
HS,NCA,PRO,OP,NO,11,KL,,,,,,,,,
HS,NCA,PRO,OP,PH,0,KL,,,,,,,,,
HS,NCA,PRO,SC,NO,3,KL,,,,,,,,,
HS,NCA,PRO,SC,PH,0,KL,,,,,,,,,
HS,NCA,PRO,ST,NO,2,KL,,,,,,,,,
HS,NCA,PRO,ST,PH,0,KL,,,,,,,,,
HS,NCA,PRO,BC,NO,6,KL,,,,,,,,,
HS,NCA,PRO,BC,PH,0,KL,,,,,,,,,
OS,NCA,PRO,OP,NO,11,KL,,,,,,,,,
OS,NCA,PRO,OP,PH,1,KL,,,,,,,,,
OS,NCA,PRO,SC,NO,4,KL,,,,,,,,,
OS,NCA,PRO,SC,PH,0,KL,,,,,,,,,
OS,NCA,PRO,ST,NO,2,KL,,,,,,,,,
OS,NCA,PRO,ST,PH,0,KL,,,,,,,,,
OS,NCA,PRO,BC,NO,6,KL,,,,,,,,,
OS,NCA,PRO,BC,PH,1,KL,,,,,,,,,
HS,NDL,CSE,OP,NO,15,DL,CH,,,,,,,,
HS,NDL,CSE,OP,PH,0,DL,CH,,,,,,,,
HS,NDL,CSE,SC,NO,4,DL,CH,,,,,,,,
HS,NDL,CSE,SC,PH,0,DL,CH,,,,,,,,
HS,NDL,CSE,ST,NO,3,DL,CH,,,,,,,,
HS,NDL,CSE,ST,PH,0,DL,CH,,,,,,,,
HS,NDL,CSE,BC,NO,8,DL,CH,,,,,,,,
HS,NDL,CSE,BC,PH,0,DL,CH,,,,,,,,
OS,NDL,CSE,OP,NO,14,DL,CH,,,,,,,,
OS,NDL,CSE,OP,PH,0,DL,CH,,,,,,,,
OS,NDL,CSE,SC,NO,5,DL,CH,,,,,,,,
OS,NDL,CSE,SC,PH,0,DL,CH,,,,,,,,
OS,NDL,CSE,ST,NO,2,DL,CH,,,,,,,,
OS,NDL,CSE,ST,PH,0,DL,CH,,,,,,,,
OS,NDL,CSE,BC,NO,8,DL,CH,,,,,,,,
OS,NDL,CSE,BC,PH,1,DL,CH,,,,,,,,
HS,NDL,ECE,OP,NO,14,DL,CH,,,,,,,,
HS,NDL,ECE,OP,PH,1,DL,CH,,,,,,,,
HS,NDL,ECE,SC,NO,4,DL,CH,,,,,,,,
HS,NDL,ECE,SC,PH,1,DL,CH,,,,,,,,
HS,NDL,ECE,ST,NO,2,DL,CH,,,,,,,,
HS,NDL,ECE,ST,PH,0,DL,CH,,,,,,,,
HS,NDL,ECE,BC,NO,8,DL,CH,,,,,,,,
HS,NDL,ECE,BC,PH,0,DL,CH,,,,,,,,
OS,NDL,ECE,OP,NO,15,DL,CH,,,,,,,,
OS,NDL,ECE,OP,PH,1,DL,CH,,,,,,,,
OS,NDL,ECE,SC,NO,4,DL,CH,,,,,,,,
OS,NDL,ECE,SC,PH,0,DL,CH,,,,,,,,
OS,NDL,ECE,ST,NO,2,DL,CH,,,,,,,,
OS,NDL,ECE,ST,PH,0,DL,CH,,,,,,,,
OS,NDL,ECE,BC,NO,8,DL,CH,,,,,,,,
OS,NDL,ECE,BC,PH,0,DL,CH,,,,,,,,
HS,NDL,EEE,OP,NO,14,DL,CH,,,,,,,,
HS,NDL,EEE,OP,PH,1,DL,CH,,,,,,,,
HS,NDL,EEE,SC,NO,5,DL,CH,,,,,,,,
HS,NDL,EEE,SC,PH,0,DL,CH,,,,,,,,
HS,NDL,EEE,ST,NO,2,DL,CH,,,,,,,,
HS,NDL,EEE,ST,PH,0,DL,CH,,,,,,,,
HS,NDL,EEE,BC,NO,8,DL,CH,,,,,,,,
HS,NDL,EEE,BC,PH,0,DL,CH,,,,,,,,
OS,NDL,EEE,OP,NO,15,DL,CH,,,,,,,,
OS,NDL,EEE,OP,PH,0,DL,CH,,,,,,,,
OS,NDL,EEE,SC,NO,4,DL,CH,,,,,,,,
OS,NDL,EEE,SC,PH,0,DL,CH,,,,,,,,
OS,NDL,EEE,ST,NO,3,DL,CH,,,,,,,,
OS,NDL,EEE,ST,PH,0,DL,CH,,,,,,,,
OS,NDL,EEE,BC,NO,8,DL,CH,,,,,,,,
OS,NDL,EEE,BC,PH,0,DL,CH,,,,,,,,
HS,NDU,BOT,OP,NO,22,WB,,,,,,,,,
HS,NDU,BOT,OP,PH,1,WB,,,,,,,,,
HS,NDU,BOT,SC,NO,7,WB,,,,,,,,,
HS,NDU,BOT,SC,PH,0,WB,,,,,,,,,
HS,NDU,BOT,ST,NO,4,WB,,,,,,,,,
HS,NDU,BOT,ST,PH,0,WB,,,,,,,,,
HS,NDU,BOT,BC,NO,12,WB,,,,,,,,,
HS,NDU,BOT,BC,PH,0,WB,,,,,,,,,
OS,NDU,BOT,OP,NO,24,WB,,,,,,,,,
OS,NDU,BOT,OP,PH,0,WB,,,,,,,,,
OS,NDU,BOT,SC,NO,6,WB,,,,,,,,,
OS,NDU,BOT,SC,PH,1,WB,,,,,,,,,
OS,NDU,BOT,ST,NO,3,WB,,,,,,,,,
OS,NDU,BOT,ST,PH,0,WB,,,,,,,,,
OS,NDU,BOT,BC,NO,12,WB,,,,,,,,,
OS,NDU,BOT,BC,PH,0,WB,,,,,,,,,
HS,NDU,CHE,OP,NO,16,WB,,,,,,,,,
HS,NDU,CHE,OP,PH,0,WB,,,,,,,,,
HS,NDU,CHE,SC,NO,4,WB,,,,,,,,,
HS,NDU,CHE,SC,PH,0,WB,,,,,,,,,
HS,NDU,CHE,ST,NO,2,WB,,,,,,,,,
HS,NDU,CHE,ST,PH,0,WB,,,,,,,,,
HS,NDU,CHE,BC,NO,9,WB,,,,,,,,,
HS,NDU,CHE,BC,PH,1,WB,,,,,,,,,
OS,NDU,CHE,OP,NO,15,WB,,,,,,,,,
OS,NDU,CHE,OP,PH,1,WB,,,,,,,,,
OS,NDU,CHE,SC,NO,4,WB,,,,,,,,,
OS,NDU,CHE,SC,PH,0,WB,,,,,,,,,
OS,NDU,CHE,ST,NO,3,WB,,,,,,,,,
OS,NDU,CHE,ST,PH,0,WB,,,,,,,,,
OS,NDU,CHE,BC,NO,7,WB,,,,,,,,,
OS,NDU,CHE,BC,PH,0,WB,,,,,,,,,
HS,NDU,CIV,OP,NO,15,WB,,,,,,,,,
HS,NDU,CIV,OP,PH,1,WB,,,,,,,,,
HS,NDU,CIV,SC,NO,5,WB,,,,,,,,,
HS,NDU,CIV,SC,PH,0,WB,,,,,,,,,
HS,NDU,CIV,ST,NO,2,WB,,,,,,,,,
HS,NDU,CIV,ST,PH,0,WB,,,,,,,,,
HS,NDU,CIV,BC,NO,8,WB,,,,,,,,,
HS,NDU,CIV,BC,PH,0,WB,,,,,,,,,
OS,NDU,CIV,OP,NO,16,WB,,,,,,,,,
OS,NDU,CIV,OP,PH,0,WB,,,,,,,,,
OS,NDU,CIV,SC,NO,4,WB,,,,,,,,,
OS,NDU,CIV,SC,PH,0,WB,,,,,,,,,
OS,NDU,CIV,ST,NO,2,WB,,,,,,,,,
OS,NDU,CIV,ST,PH,0,WB,,,,,,,,,
OS,NDU,CIV,BC,NO,8,WB,,,,,,,,,
OS,NDU,CIV,BC,PH,1,WB,,,,,,,,,
HS,NDU,CSE,OP,NO,24,WB,,,,,,,,,
HS,NDU,CSE,OP,PH,0,WB,,,,,,,,,
HS,NDU,CSE,SC,NO,7,WB,,,,,,,,,
HS,NDU,CSE,SC,PH,0,WB,,,,,,,,,
HS,NDU,CSE,ST,NO,3,WB,,,,,,,,,
HS,NDU,CSE,ST,PH,0,WB,,,,,,,,,
HS,NDU,CSE,BC,NO,11,WB,,,,,,,,,
HS,NDU,CSE,BC,PH,1,WB,,,,,,,,,
OS,NDU,CSE,OP,NO,22,WB,,,,,,,,,
OS,NDU,CSE,OP,PH,1,WB,,,,,,,,,
OS,NDU,CSE,SC,NO,7,WB,,,,,,,,,
OS,NDU,CSE,SC,PH,0,WB,,,,,,,,,
OS,NDU,CSE,ST,NO,4,WB,,,,,,,,,
OS,NDU,CSE,ST,PH,0,WB,,,,,,,,,
OS,NDU,CSE,BC,NO,12,WB,,,,,,,,,
OS,NDU,CSE,BC,PH,0,WB,,,,,,,,,
HS,NDU,ECE,OP,NO,22,WB,,,,,,,,,
HS,NDU,ECE,OP,PH,1,WB,,,,,,,,,
HS,NDU,ECE,SC,NO,7,WB,,,,,,,,,
HS,NDU,ECE,SC,PH,0,WB,,,,,,,,,
HS,NDU,ECE,ST,NO,3,WB,,,,,,,,,
HS,NDU,ECE,ST,PH,0,WB,,,,,,,,,
HS,NDU,ECE,BC,NO,13,WB,,,,,,,,,
HS,NDU,ECE,BC,PH,0,WB,,,,,,,,,
OS,NDU,ECE,OP,NO,22,WB,,,,,,,,,
OS,NDU,ECE,OP,PH,1,WB,,,,,,,,,
OS,NDU,ECE,SC,NO,7,WB,,,,,,,,,
OS,NDU,ECE,SC,PH,0,WB,,,,,,,,,
OS,NDU,ECE,ST,NO,3,WB,,,,,,,,,
OS,NDU,ECE,ST,PH,1,WB,,,,,,,,,
OS,NDU,ECE,BC,NO,12,WB,,,,,,,,,
OS,NDU,ECE,BC,PH,0,WB,,,,,,,,,
HS,NDU,ELE,OP,NO,22,WB,,,,,,,,,
HS,NDU,ELE,OP,PH,1,WB,,,,,,,,,
HS,NDU,ELE,SC,NO,6,WB,,,,,,,,,
HS,NDU,ELE,SC,PH,1,WB,,,,,,,,,
HS,NDU,ELE,ST,NO,4,WB,,,,,,,,,
HS,NDU,ELE,ST,PH,0,WB,,,,,,,,,
HS,NDU,ELE,BC,NO,12,WB,,,,,,,,,
HS,NDU,ELE,BC,PH,0,WB,,,,,,,,,
OS,NDU,ELE,OP,NO,22,WB,,,,,,,,,
OS,NDU,ELE,OP,PH,1,WB,,,,,,,,,
OS,NDU,ELE,SC,NO,7,WB,,,,,,,,,
OS,NDU,ELE,SC,PH,0,WB,,,,,,,,,
OS,NDU,ELE,ST,NO,3,WB,,,,,,,,,
OS,NDU,ELE,ST,PH,0,WB,,,,,,,,,
OS,NDU,ELE,BC,NO,13,WB,,,,,,,,,
OS,NDU,ELE,BC,PH,0,WB,,,,,,,,,
HS,NDU,ITY,OP,NO,22,WB,,,,,,,,,
HS,NDU,ITY,OP,PH,1,WB,,,,,,,,,
HS,NDU,ITY,SC,NO,7,WB,,,,,,,,,
HS,NDU,ITY,SC,PH,0,WB,,,,,,,,,
HS,NDU,ITY,ST,NO,3,WB,,,,,,,,,
HS,NDU,ITY,ST,PH,1,WB,,,,,,,,,
HS,NDU,ITY,BC,NO,12,WB,,,,,,,,,
HS,NDU,ITY,BC,PH,0,WB,,,,,,,,,
OS,NDU,ITY,OP,NO,23,WB,,,,,,,,,
OS,NDU,ITY,OP,PH,0,WB,,,,,,,,,
OS,NDU,ITY,SC,NO,7,WB,,,,,,,,,
OS,NDU,ITY,SC,PH,0,WB,,,,,,,,,
OS,NDU,ITY,ST,NO,3,WB,,,,,,,,,
OS,NDU,ITY,ST,PH,0,WB,,,,,,,,,
OS,NDU,ITY,BC,NO,12,WB,,,,,,,,,
OS,NDU,ITY,BC,PH,1,WB,,,,,,,,,
HS,NDU,MEC,OP,NO,34,WB,,,,,,,,,
HS,NDU,MEC,OP,PH,1,WB,,,,,,,,,
HS,NDU,MEC,SC,NO,10,WB,,,,,,,,,
HS,NDU,MEC,SC,PH,0,WB,,,,,,,,,
HS,NDU,MEC,ST,NO,5,WB,,,,,,,,,
HS,NDU,MEC,ST,PH,0,WB,,,,,,,,,
HS,NDU,MEC,BC,NO,18,WB,,,,,,,,,
HS,NDU,MEC,BC,PH,1,WB,,,,,,,,,
OS,NDU,MEC,OP,NO,34,WB,,,,,,,,,
OS,NDU,MEC,OP,PH,1,WB,,,,,,,,,
OS,NDU,MEC,SC,NO,10,WB,,,,,,,,,
OS,NDU,MEC,SC,PH,1,WB,,,,,,,,,
OS,NDU,MEC,ST,NO,5,WB,,,,,,,,,
OS,NDU,MEC,ST,PH,0,WB,,,,,,,,,
OS,NDU,MEC,BC,NO,19,WB,,,,,,,,,
OS,NDU,MEC,BC,PH,0,WB,,,,,,,,,
HS,NDU,MLE,OP,NO,19,WB,,,,,,,,,
HS,NDU,MLE,OP,PH,0,WB,,,,,,,,,
HS,NDU,MLE,SC,NO,6,WB,,,,,,,,,
HS,NDU,MLE,SC,PH,0,WB,,,,,,,,,
HS,NDU,MLE,ST,NO,3,WB,,,,,,,,,
HS,NDU,MLE,ST,PH,0,WB,,,,,,,,,
HS,NDU,MLE,BC,NO,10,WB,,,,,,,,,
HS,NDU,MLE,BC,PH,0,WB,,,,,,,,,
OS,NDU,MLE,OP,NO,18,WB,,,,,,,,,
OS,NDU,MLE,OP,PH,1,WB,,,,,,,,,
OS,NDU,MLE,SC,NO,6,WB,,,,,,,,,
OS,NDU,MLE,SC,PH,0,WB,,,,,,,,,
OS,NDU,MLE,ST,NO,3,WB,,,,,,,,,
OS,NDU,MLE,ST,PH,0,WB,,,,,,,,,
OS,NDU,MLE,BC,NO,10,WB,,,,,,,,,
OS,NDU,MLE,BC,PH,1,WB,,,,,,,,,
HS,NGO,CSE,OP,NO,7,GO,DN,DD,LD,,,,,,
HS,NGO,CSE,OP,PH,1,GO,DN,DD,LD,,,,,,
HS,NGO,CSE,SC,NO,2,GO,DN,DD,LD,,,,,,
HS,NGO,CSE,SC,PH,0,GO,DN,DD,LD,,,,,,
HS,NGO,CSE,ST,NO,1,GO,DN,DD,LD,,,,,,
HS,NGO,CSE,ST,PH,0,GO,DN,DD,LD,,,,,,
HS,NGO,CSE,BC,NO,4,GO,DN,DD,LD,,,,,,
HS,NGO,CSE,BC,PH,0,GO,DN,DD,LD,,,,,,
OS,NGO,CSE,OP,NO,8,GO,DN,DD,LD,,,,,,
OS,NGO,CSE,OP,PH,0,GO,DN,DD,LD,,,,,,
OS,NGO,CSE,SC,NO,2,GO,DN,DD,LD,,,,,,
OS,NGO,CSE,SC,PH,0,GO,DN,DD,LD,,,,,,
OS,NGO,CSE,ST,NO,1,GO,DN,DD,LD,,,,,,
OS,NGO,CSE,ST,PH,0,GO,DN,DD,LD,,,,,,
OS,NGO,CSE,BC,NO,4,GO,DN,DD,LD,,,,,,
OS,NGO,CSE,BC,PH,0,GO,DN,DD,LD,,,,,,
HS,NGO,ECE,OP,NO,8,GO,DN,DD,LD,,,,,,
HS,NGO,ECE,OP,PH,0,GO,DN,DD,LD,,,,,,
HS,NGO,ECE,SC,NO,2,GO,DN,DD,LD,,,,,,
